('2017-04-26 23:55:56', 'Market Commentary For Thursday Apr 27 $JPM $ORLY $BA $WTW $NFLX $IRBT $DECK
('2017-04-26 10:08:14', '$JPM:\n\nWhen Big Banks Go Bad: The 9 Largest Bank Settlements of All Time:\n\nhttps://t.co/uFiaUOXmbC')
('2017-04-26 10:01:08', 'Weekly S&amp;P100 #Stocks Performance $DOW $DD $FDX $BA $MSFT $CAT $TXN $FOXA $FB $IBM $JPM $GD $PCLN $USB  more@ https://t.co/cKkr8cKsju')
('2017-04-26 10:00:52', 'Weekly Dow #Stocks Trend $DD $MSFT $CAT $INTC $MRK $BA $CSCO $AAPL $IBM $JPM $MCD $UNH $DIS $V $HD $TRV $AXP  @ https://t.co/TvzJfcJgPl')
('2017-04-26 09:57:33', '$CREE Downgraded at $JPM to flickering er I mean neutral. $25 tgt (from $30.)')
('2017-04-26 09:54:51', 'Santa Barbara Asset Management LLC Has $202.507 Million Position in JPMorgan Chase &amp; Co. $JPM https://t.co/xPuCubcsgO')
('2017-04-26 09:54:29', 'Santa Barbara Asset Management LLC Has $202.507 Million Position in JPMorgan Chase &amp; Co. $JPM https://t.co/smIGmwqh6y')
('2017-04-26 09:04:22', 'RT @jpmorgan: Mapping developing areas can have a lasting impact. See how $JPM employees participate in the Missing Maps program. https://tâ€_')
('2017-04-26 08:30:19', 'RT @SwatOptions: $JPM APR.28 2017 CALL 86 from past week at 0.57-0.58$ now at 3$...someone always knows https://t.co/LfcEYOwrGZ')
('2017-04-26 08:29:31', 'RT @SwatOptions: $XLF $BAC $MS $JPM past week calling bullish into this week... all in progress https://t.co/aUqLgZjzfJ')
('2017-04-26 08:27:39', 'Asset Management Group Inc. Acquires 22 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/91jB6w9k1F')
('2017-04-26 08:27:38', 'Asset Management Group Inc. Acquires 22 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/OoOVAZMZQO')
('2017-04-26 08:24:23', 'RT @SharePlanner: A Short List of Short Setups to Short - SharePlanner $JNPR $JPM $FLEX $FITB $GS $MPC $HRS + more https://t.co/oNIPelB887')
('2017-04-26 07:16:41', '#Dow #stocks $JPM JPMorgan Chase Daily:0.21% Weekly:3.9% YTD:0.74% Trend:83 / 100  https://t.co/EovIb6H8B1')
('2017-04-26 06:11:42', 'RT @LONGCONVEXITY: $AAPL $MSFT $ORCL $CSCO $GOOG have fixed income holdings  on par with the largest FI mutual funds via $JPM #Bonds https:â€_')
('2017-04-26 06:06:39'," 'RT @LONGCONVEXITY: Via $JPM US holding companies with the greatest ""cash"" holdings mostly own $USD denominated #bonds https://t.co/hsTxV7Gâ€_')"
('2017-04-26 06:00:17', 'JPMorgan Chase &amp; Co. $JPM Posts Earnings Results Beats Expectations By $0.13 EPS https://t.co/sEjjYmv8PZ')
('2017-04-26 05:18:32', 'RT @SharePlanner: A Short List of Short Setups to Short - SharePlanner $JNPR $JPM $FLEX $FITB $GS $MPC $HRS + more https://t.co/oNIPelB887')
('2017-04-26 05:01:16', '#NowyJork #Startup $GS $JPM https://t.co/22eKiZfGXP')
('2017-04-26 04:58:15', '#NowyJork #Startup $GS $JPM https://t.co/Mg34xq9nvS')
('2017-04-26 04:22:03', '$JPM-D Share your thoughts here #InvestorsHangout $SXC $AFT $JPM $HAL $OPY\n\n https://t.co/rc6i3l57vl')
('2017-04-26 04:10:30', 'New signals are up! https://t.co/AgCBS5gPao $DVA $AGN $JPM #stocks #StockMarket #StocksToTrade #Nirvana #strategies')
('2017-04-26 03:46:55', 'RT @SharePlanner: A Short List of Short Setups to Short - SharePlanner $JNPR $JPM $FLEX $FITB $GS $MPC $HRS + more https://t.co/oNIPelB887')
('2017-04-26 03:13:19', 'JPMorgan Chase &amp; Co. $JPM Stock Rating Lowered by Vetr Inc. https://t.co/XGKD3AP4rV')
('2017-04-26 02:40:47', 'RT @jpmorgan: What are the key priorities treasurers should focus on in 2017? Read $JPM Insights. \n https://t.co/B7j1d84jF1')
('2017-04-26 01:56:02', 'RT @Chase: $JPM reports 1Q17 net income of $6.4B $1.65 EPS on revenue of $25.6B; ROTCE of 13%. https://t.co/DkixRg0t3h')
('2017-04-26 01:55:52'," ""RT @Chase: $JPM's Annual Report and Proxy is now available. Read it here: https://t.co/vFrzcwghHs https://t.co/VmyZczgsQC"")"
('2017-04-26 01:55:43', 'RT @Chase: Jamie Dimon will discuss his annual letter (and more) live over at https://t.co/yc65p56ruS. $JPM #TuneIn https://t.co/2bBCnz0Umb')
('2017-04-26 01:55:41'," ""RT @Chase: Jamie Dimon's annual shareholder letter just posted. Check it out here. $JPM https://t.co/hMoVGF1Ckf"")"
('2017-04-26 01:32:34', '$JPM breaking out see some in-depth analysis on https://t.co/BngmQL0Dkk #np #STEM')
('2017-04-26 01:18:20', 'Stock Market Commentary For Wed Apr 26  $CAT $XRT $AMZN $M $ESRX $CMG $JPM
('2017-04-26 00:55:02', '$WFC Wells Fargo shareholders re-elect entire board https://t.co/3mnfrA4Vx5 $XLF $C $BAC $GS $JPM $MS #stocks #stockmarket #investing $SPY')
('2017-04-26 00:45:12', 'Fiduciary Management Inc. WI Reduces Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/T8GThmnYxg')
('2017-04-26 00:45:08', 'Sunbelt Securities Inc. Has $444000 Position in JPMorgan Chase &amp; Co. $JPM https://t.co/h2xTuFWsxV')
('2017-04-26 00:44:32', 'Telemark Asset Management LLC Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/3QSs08srBX')
('2017-04-26 00:44:31', 'Thompson Siegel &amp; Walmsley LLC Sells 45 Shares of JPMorgan Chase &amp; Co. $JPM https://t.co/2zBLuWbVek')
('2017-04-26 00:44:09', 'Sunbelt Securities Inc. Has $444000 Position in JPMorgan Chase &amp; Co. $JPM https://t.co/vUG9EaJyun')
('2017-04-26 00:44:08', 'Baldwin Investment Management LLC Has $1.823 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/xW6LyQZM1I')
('2017-04-26 00:44:01', 'JPMorgan Chase &amp; Co. $JPM Shares Sold by Thompson Siegel &amp; Walmsley LLC https://t.co/vQuticSPqO')
('2017-04-26 00:43:59', 'Telemark Asset Management LLC Takes Position in JPMorgan Chase &amp; Co. $JPM https://t.co/Xt6TSgGefq')
('2017-04-26 00:41:10', 'Baldwin Investment Management LLC Has $1.823 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/kOfy8Ebp7v')
('2017-04-26 00:41:08', 'Baldwin Investment Management LLC Has $1.823 Million Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/SbDJMAT97A')
('2017-04-26 00:33:53', 'RT @raymond10mm: $XOM $amzn $googl $AVGO $AAPL $pfe $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $c $JPM $dis $MCD $mo $amd $tâ€_')
('2017-04-26 00:32:31', 'RT @LONGCONVEXITY: $AAPL $MSFT $ORCL $CSCO $GOOG have fixed income holdings  on par with the largest FI mutual funds via $JPM #Bonds https:â€_')
('2017-04-26 00:14:15', 'Trump showcases record on rolling back Obama regulations https://t.co/reKKc3L9eD via @WSJ\n\n$AMZN $GOOGL $FB $NFLX $NVDA $GS $BAC $JPM')
('2017-04-26 00:12:34'," ""â_¡ï¸è â€œThere's an app calling out high-risk 'white collar crime' areasâ€ù\nNo surprise at the location. $GS and $JPM #HQ\nhttps://t.co/TyE8uQ7fnt"")"
('2017-04-26 00:10:20', 'Trump plans to seek tax rate of 15% on owner-operated companies https://t.co/3krsqUr6sq via @WSJ\n\n$CMG $AMZN $AAPL $GOOGL $FB $NFLX $GS $JPM')
('2017-04-26 00:04:37'," 'Via $JPM US holding companies with the greatest ""cash"" holdings mostly own $USD denominated #bonds https://t.co/hsTxV7Gcvb')"
('2017-04-26 00:04:01'," ""How Much Would Trumpâ€™s Tax Cuts Help Bank of America? #stocks $BAC $JPM $WFC https://t.co/tjnBpOZvHn\nDon't forget $AAPL impact"")"
('2017-04-25 23:52:42', 'SMA Crossover $EEM $MT $WFC $NOK $C $CAT $JPM https://t.co/2RkA0YNcX6')
('2017-04-25 23:31:57', '$XOM $amzn $googl $AVGO $AAPL $pfe $cvs $bac $td $WMT $COST $WFC $jnj $GE $GS $tsla $utx $fb $c $JPM $dis $MCD $moâ€_ https://t.co/SU7edniQhF')
('2017-04-25 23:30:31', '$spx $nasdaq $es_f $nq_f $zb_f $cl_f $gc_f $aapl $jpm $googl $amzn $nflx $amzn $tsla $nvda $baba $gs $jpm $v Al Broâ€_ https://t.co/GWOR0WNpta')
('2017-04-25 22:58:49', '@NotaBubble @yusschr @7wtc More prosecutions of Trump cabinet members &amp; advisers makes me ever more Bullish. Look aâ€_ https://t.co/XYPfgmJ3cH')
('2017-04-25 22:56:03', '$AGO-B Share your thoughts here #InvestorsHangout $JPM $RYI $RENN $CRCM $UZC\n\n https://t.co/RtvxiRrSDa')
('2017-04-25 22:50:33', 'RT @SharePlanner: A Short List of Short Setups to Short - SharePlanner $JNPR $JPM $FLEX $FITB $GS $MPC $HRS + more https://t.co/oNIPelB887')
('2017-04-25 22:44:51', 'RT @BMisconduct: #DOJ = #revolvingDoor political appointees + #NeoMafia #Moles lying in wait 4 a #RetirementMultiplier\n\n#ShawdowGov #MAGA $â€_')
('2017-04-25 22:37:00', 'RT @SharePlanner: A Short List of Short Setups to Short - SharePlanner $JNPR $JPM $FLEX $FITB $GS $MPC $HRS + more https://t.co/oNIPelB887')
('2017-04-25 22:30:00', '$JPM is in Fry Pan Bottom Pattern winning 100.00% in the past. https://t.co/vRyqJCLHwH')
('2017-04-25 22:20:28', 'Neel Down https://t.co/0nswlAqpSc $BCDRF $BAC $JPM')
('2017-04-25 22:05:04', 'RT @jpmorgan: Mapping developing areas can have a lasting impact. See how $JPM employees participate in the Missing Maps program. https://tâ€_')
('2017-04-25 22:00:20'," ""Big Bank Earnings: There's More To It Than You Think This Quarter https://t.co/tRurQAZdlE $BAC $C $WFC $JPM https://t.co/nmffOr4Zr9"")"
('2017-04-25 21:37:35', 'RT @tasciccac: $DJIA DLY Best performing $CAT $MCD $DD $GS $DIS $UNH $JPM $BA $XOM $CVX Worst $VZ $KO $GE $IBM $NKE $PFE $AXP $MRK $V #Ichiâ€_')
('2017-04-25 21:25:03', '$DJIA DLY Best performing $CAT $MCD $DD $GS $DIS $UNH $JPM $BA $XOM $CVX Worst $VZ $KO $GE $IBM $NKE $PFE $AXP $MRKâ€_ https://t.co/Ld5CMuAxeD')
('2017-04-25 21:07:22', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/AK9WSWgSVa')
('2017-04-25 21:03:57', 'Too Big to Fail by Andrew Ross Sorkin: https://t.co/XzYLkuL2ha $SPY $VIX $C $JPM $WFC $GS $AIG $CS $MS $FNMA $BAC')
('2017-04-25 21:02:27', 'RT @AtlBizPhil: Exclusive: JPMorgan Chase to grant $400K to #Morehouse to grow minority women-owned #Atlanta #tech companies https://t.co/â€_')
('2017-04-25 21:00:33', '$GE $GS $HD $IBM $INTC $JNJ $JPM Long and short positions from the Dow Jones up to 80% YTD. https://t.co/sjQjlxfmsp $DJIA $DIA $SPY $MSFT')
('2017-04-25 20:58:11', 'jim50: JPM Gapped up +0.38 $JPM Last Price 88.45 Day https://t.co/GLtHllJHXl #InvestorsHangout')
('2017-04-25 20:55:04', 'JPM Gapped up +0.38 $JPM Last Price 88.45 Day High 89.13 Day Low 88.43 Change +0.95 Volume 1433022 Today 10 https://t.co/tXLcrpczx1')
('2017-04-25 20:48:19', 'RT @SharePlanner: A Short List of Short Setups to Short - SharePlanner $JNPR $JPM $FLEX $FITB $GS $MPC $HRS + more https://t.co/oNIPelB887')
('2017-04-25 20:43:11', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/mDt2rXdemS')
('2017-04-25 20:30:38', '$JPM New SEC Document(s) for JPMorgan Chase &amp; Co.\nFrom our Stock News Alerts App')
('2017-04-25 20:24:14', '$JPM Todays trading with JPMorgan Chase &amp; Co. for $88.34 on date April 25 2017. #Finance')
('2017-04-25 20:23:11', '3% Dividend Yield Is Great But What Else Do You Need? https://t.co/xJtnBRLiY4 $CVX $GE $JNJ $JPM $KO $MRK $MSFT $ORC $PFE $PG $RSO $S $T')
('2017-04-25 20:15:36'," ""RT @StockTwits: 29 companies have already reported Q1 2017 earnings. Here's a list to catch you up: https://t.co/zfR26OJNjL\n\n$JPM  $WFC $NKâ€_"")"
('2017-04-25 20:15:22', 'RT @AtlBizPhil: Exclusive: JPMorgan Chase to grant $400K to #Morehouse to grow minority women-owned #Atlanta #tech companies https://t.co/â€_')
('2017-04-25 20:13:07', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/PLTn8sojnk')
('2017-04-25 19:52:36', '15:37 ET Volume Leader #38 - JPM 1445582 JP Morgan Chase &amp; Co $JPM 88.45 +0.95 +1.09% High today of 89.13 d https://t.co/mTYyl6M7ue')
('2017-04-25 19:46:01', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/rBGyBHBNl5')
('2017-04-25 19:42:14'," ""Stupid afternoon bank quant algo's. sick of this crap! $jpm $bac $db $xlf https://t.co/Ckkvm0WiGg"")"
('2017-04-25 19:35:49', 'A Short List of Short Setups to Short - SharePlanner $JNPR $JPM $FLEX $FITB $GS $MPC $HRS + more https://t.co/oNIPelB887')
('2017-04-25 19:29:42'," ""29 companies have already reported Q1 2017 earnings. Here's a list to catch you up: \n\n$JPM  $WFC $NKE $FDX https://t.co/hoJJWo4m8J"")"
('2017-04-25 19:23:46', 'RT @jpmorgan: What are the key priorities treasurers should focus on in 2017? Read $JPM Insights. \n https://t.co/B7j1d84jF1')
('2017-04-25 19:09:12', 'Opened a long on $JPM this morning: insider buying upgrades strong macro-environment volatility stop turned green yesterday and cont.')
('2017-04-25 18:56:07', '$JPM Exclusive: JPMorgan Chase to grant $400K to Morehouse to grow minority women-... https://t.co/gp7LFo6obc')
('2017-04-25 18:38:13', '$JPM:\n\nTipRanks: Insiders with great track records are buying these 3 stocks:\n\nhttps://t.co/k0qI9xgsCv')
('2017-04-25 18:37:35', '$JPMList:Coming out of Bear TrendQuote:88.67Change:1.17Target:112.83')
('2017-04-25 18:34:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/6EBmN5IdR4')
('2017-04-25 18:34:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/Qn2JmMv2z1')
('2017-04-25 18:34:03', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/8LpINR6JGv')
('2017-04-25 18:25:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/IDOeuZvkR3')
('2017-04-25 18:23:06', '#JPMorganChase Exclusive: #organChase to grant $400000 to Morehouse College to grow minorit... Read more: https://t.co/Wx2ZSP3IRh $JPM')
('2017-04-25 18:22:29', '#JPMorganChase Exclusive: #organChase to grant $400K to Morehouse to grow minority women-ow... Read more: https://t.co/RUrOhQg0we $JPM')
('2017-04-25 18:16:23', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/TQ01RZKt3t')
('2017-04-25 18:16:22', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/YjXk8lE4vo')
('2017-04-25 18:13:03', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/LuZvsJ81WO')
('2017-04-25 18:05:37', 'RT @jpmorgan: What are the key priorities treasurers should focus on in 2017? Read $JPM Insights. \n https://t.co/B7j1d84jF1')
('2017-04-25 17:28:24', 'RT @jpmorgan: What are the key priorities treasurers should focus on in 2017? Read $JPM Insights. \n https://t.co/B7j1d84jF1')
('2017-04-25 17:18:49', '$JPM vs. the 50 day SMA. The battle continues. https://t.co/XE6N1cChTO')
('2017-04-25 17:03:38', '$JPM filed Form 424B2 with the SEC. Most mentioned words: notes index value supplement amount')
('2017-04-25 17:03:38', '$JPM filed Form 424B2 with the SEC. Most mentioned words: notes value index return supplement')
('2017-04-25 17:03:37', '$JPM filed Form 424B2 with the SEC. Most mentioned words: notes index level jpmorgan amount')
('2017-04-25 17:03:37', '$JPM filed Form 424B2 with the SEC. Most mentioned words: price payment determination contingent quarterly')
('2017-04-25 17:01:06', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/NfZ1vaEMTW')
('2017-04-25 17:01:05', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/t5HNmPtA09')
('2017-04-25 17:01:05', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/jbxw1QbWcM')
('2017-04-25 17:01:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/06YZWuRsfg')
('2017-04-25 16:51:04', 'LMAO Sell and buy a dozen other banks $bac $gs $ms $jpm $c.... https://t.co/t5RbefHJ2Z')
('2017-04-25 16:41:05', '$JPM JPMorgan Chase was upgraded to â€˜Buyâ€™ from â€˜Neutralâ€™ at Guggenheim with a price target of $96.')
('2017-04-25 16:37:49', '$JPM Exclusive: JPMorgan Chase to grant $400000 to Morehouse College to grow... https://t.co/2vtTm89gQU')
('2017-04-25 16:32:18', 'Exclusive: JPMorgan Chase to grant $400K to #Morehouse to grow minority women-owned #Atlanta #tech companies https://t.co/XFAiimGC9H $JPM')
('2017-04-25 16:31:46', 'RT @jpmorgan: What are the key priorities treasurers should focus on in 2017? Read $JPM Insights. \n https://t.co/B7j1d84jF1')
('2017-04-25 16:30:05', 'What are the key priorities treasurers should focus on in 2017? Read $JPM Insights. \n https://t.co/B7j1d84jF1')
('2017-04-25 16:27:53', '$JPM filed Form 424B2 with the SEC. Most mentioned words: index value initial underlying oa')
('2017-04-25 16:22:05', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/CCV3k8VekQ')
('2017-04-25 16:11:13', 'RT @DozenStocks: Dow #Stocks Trend $MSFT $CAT $INTC $MRK $DD $BA $CSCO $AAPL $IBM $MCD $JPM $DIS $UNH $V $HD $TRV $MMM $AXP $GS  @ https://â€_')
('2017-04-25 16:10:05', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/XZr3nYogx7')
('2017-04-25 16:10:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/x5V6eYzt1t')
('2017-04-25 16:07:44'," ""$JPM The World's Top 10 Banks https://t.co/CZHzSlpl9L"")"
('2017-04-25 15:59:37', 'JPMorgan Chase &amp; Co. $JPM Director Acquires $983020.00 in Stock https://t.co/zgkmqwtLIL')
('2017-04-25 15:50:36', 'Dow #Stocks Trend $MSFT $CAT $INTC $MRK $DD $BA $CSCO $AAPL $IBM $MCD $JPM $DIS $UNH $V $HD $TRV $MMM $AXP $GS  @ https://t.co/TvzJfd0RGT')
('2017-04-25 15:43:06', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/aBC2J0LUR1')
('2017-04-25 15:38:08', '$JPM Expect Volatility for Big-Bank Stocks https://t.co/SV3HQ7eFll')
('2017-04-25 15:35:21', 'Numbers mostly positive for large US banks https://t.co/zxXVNpTUrZ  $JPM $GS https://t.co/d5SdnSlBMB')
('2017-04-25 15:23:11', 'RT @GCuse1: @petenajarian @jimcramer BANKS BANKS BANKS $BAC $C $JPM $WFC')
('2017-04-25 15:20:11', '$JPM filed Form 424B2 with the SEC. Most mentioned words: notes index value supplement market')
('2017-04-25 15:20:10', '$JPM filed Form 424B2 with the SEC. Most mentioned words: notes index value supplement review')
('2017-04-25 15:20:04', 'RT @jpmorgan: Mapping developing areas can have a lasting impact. See how $JPM employees participate in the Missing Maps program. https://tâ€_')
('2017-04-25 15:19:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/i7Qne8eChk')
('2017-04-25 15:18:47', '3% Dividend Yield Is Great But What Else Do You Need? https://t.co/xlTduu1jhO $CVX $GE $JNJ $JPM $KO $MRK $MSFT $ORC $PFE $PG $RSO $S $T')
('2017-04-25 15:16:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/eh0yyBCsnW')
('2017-04-25 15:16:02', 'JPMorgan Chase &amp; Co.  Upgrade by Guggenheim Securities (Ranked 7th) to Buy $JPM #JPM https://t.co/6n85zo60jU')
('2017-04-25 15:15:28', '$XLF $BAC $MS $JPM past week calling bullish into this week... all in progress https://t.co/aUqLgZjzfJ')
('2017-04-25 15:13:56', 'RT @SwatOptions: $JPM APR.28 2017 CALL 86 from past week at 0.57-0.58$ now at 3$...someone always knows https://t.co/LfcEYOwrGZ')
('2017-04-25 15:13:49', '$JPM APR.28 2017 CALL 86 from past week at 0.57-0.58$ now at 3$...someone always knows https://t.co/LfcEYOwrGZ')
('2017-04-25 15:08:05', 'RT @jpmorgan: Mapping developing areas can have a lasting impact. See how $JPM employees participate in the Missing Maps program. https://tâ€_')
('2017-04-25 15:04:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/cXdQGfzXD8')
('2017-04-25 15:02:53', 'RT @Yourpersonaltr1: Only firm market call included in site/ timeline---&gt; \n12/4 $JPM EUROPEAN OW call \nhttps://t.co/ORV7uT62DL  \n$FEZ $FTSEâ€_')
('2017-04-25 15:02:36', '$XLF trying to break a bull flag on the 15 min. May take $JPM $GS $BAC $C $WFC with it if XLF can break the 50 DMA and run. $JPM over 50 DMA')
('2017-04-25 14:58:09', 'RT @GCuse1: @petenajarian @jimcramer BANKS BANKS BANKS $BAC $C $JPM $WFC')
('2017-04-25 14:55:16', '$SNE #Sony Corp (SNE) Research Coverage Started at Sanford C. Bernstein â€“ The Cerbat Gem https://t.co/XjKbM5gPMt $BBVA $SAN $JPM $MS $C $BAC')
('2017-04-25 14:55:01', '$AXP $JPM:\n\nA Trio Of Financial Upgrades: American Express JPMorgan And â€_:\n\nhttps://t.co/hqLn9lr9DT')
('2017-04-25 14:51:47', '@petenajarian @jimcramer BANKS BANKS BANKS $BAC $C $JPM $WFC')
('2017-04-25 14:51:09', 'RT @theflynews: On The Fly: Top five analyst upgrades $BBY $JPM $AXP $WFC $CR $NCS $TEX https://t.co/RtdmLhtE5Q')
('2017-04-25 14:49:45', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:46:24', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:42:06', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:40:30', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:39:32', 'RT @OptionsMike: $JPM Upgraded to Buy @ Guggenheim')
('2017-04-25 14:39:10', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:36:43', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:35:03', 'On The Fly: Top five analyst upgrades $BBY $JPM $AXP $WFC $CR $NCS $TEX https://t.co/RtdmLhtE5Q')
('2017-04-25 14:35:00', '$jpm upgraded $nflx to $178 for a reason')
('2017-04-25 14:33:10', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:32:13', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:29:04', 'JPM Top news - Apr 25th 2017 $JPM http://https://t.co/97ztYSR1cU')
('2017-04-25 14:25:14', 'RT @GreenStocks2016: GoldenCross Breakout $RLGY $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usd $gs $â€_')
('2017-04-25 14:24:50', 'RT @GreenStocks2016: GoldenCross Breakout $RLGY $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usd $gs $â€_')
('2017-04-25 14:24:38', 'RT @GreenStocks2016: GoldenCross Breakout $RLGY $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usd $gs $â€_')
('2017-04-25 14:23:56', 'GoldenCross Breakout $RLGY $SPY $QQQ $INDU $IWM $AGG $BND $GLD $BTC $GOOG $IVV $VTI $AAPL $FB $dia $indu $c $usdâ€_ https://t.co/Ee99VYfNMG')
('2017-04-25 14:23:17', 'RT @thebrandindex: Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins mean reâ€_')
('2017-04-25 14:22:09', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/YnLfp4COAH')
('2017-04-25 14:22:08', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/kgalvYH0Hq')
('2017-04-25 14:21:57', 'Worst sector for 10 years? $XLF Financials. If trumps agenda gets pushed through rates and net interest margins meâ€_ https://t.co/E4rWK9kFkv')
('2017-04-25 14:19:12', 'Guggenheim upgrades $JPM from Neutral to Buy https://t.co/jClQ2NesAQ')
('2017-04-25 14:18:55', '$JPM opened over the 50 day SMA and has stayed over it so far today on this bull flag.')
('2017-04-25 14:11:07', '$JPM filed Form 424B2 with the SEC. Most mentioned words: notes index interest payment review')
('2017-04-25 14:02:02', 'American National Insurance Co. TX Has $29413000 Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/vfnjT4Gbou')
('2017-04-25 14:02:00', 'American National Insurance Co. TX Has $29413000 Stake in JPMorgan Chase &amp; Co. $JPM https://t.co/lLhHdc2dhC')
('2017-04-25 13:58:02', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/27GlWIhc8D')
('2017-04-25 13:49:34', 'Banks are next gotta get in one for the week $GS $WFC $JPM $BAC $C $XLF $SPY')
('2017-04-25 13:49:04', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/XmyzllTjDF')
('2017-04-25 13:49:03', '$JPM - Prospectus Filed Pursuant to Rule 424(b)(2) (424b2) https://t.co/U0WxNJW8Qx')
('2017-04-25 13:46:32', 'RT @PortfolioBuzz: Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/lâ€_')
('2017-04-25 13:43:25', '$JPM $BAC calls up 350% on JPM $90 target remains https://t.co/oUcIs7fyCe')
('2017-04-25 13:41:42', 'Trading indices? Check stories for the major constituents of #SP500 $CVX $PG $JPM https://t.co/Rwpf6Sogpu https://t.co/l5myc7i6yv')
('2017-04-25 13:41:08', 'Massive rally in $XLF $JPM $BAC continues. Combined with $QQQ all-time highs this should get us to $SPX 2450 within the next week or two.')
('2017-04-25 13:33:04'," ""$WFC $CR $BBY $JPM Benzinga's Top Upgrades Downgrades For April 25 2017 - https://t.co/QZBk3Zfild"")"
('2017-04-25 13:31:08', 'Less than 60% is dangerous terrain for bank directors. Two from $JPM retired after getting in the 59% and 53% in 20â€_ https://t.co/Gt5bAUDlWq')
